"","ID","Overall.Rating","Program.Expenses","Administrative.Expenses","Fundraising.Expenses","Fundraising.Efficiency","Working.Capital.Ratio..years.","Program.Expenses.Growth","Liabilities.to.Assets","Independent.Voting.Board.Members","No.Material.diversion.of.assets","Audited.financials.prepared.by.independent.accountant","Does.Not.Provide.Loan.s..to.or.Receive.Loan.s..From.related.parties","Documents.Board.Meeting.Minutes","Provided.copy.of.Form.990.to.organization.s.governing.body.in.advance.of.filing","Conflict.of.Interest.Policy","Whistleblower.Policy","Records.Retention.and.Destruction.Policy","CEO.listed.with.salary","Process.for.determining.CEO.compensation","Board.Listed...Board.Members.Not.Compensated","Donor.Privacy.Policy","Board.Members.Listed","Audited.Financials","Form.990","Key.staff.listed","reg_prediction","reg_error"
"6279",7040,88.85,0.898,0.05,0.05,0.05,0.2,0.042,0.124,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.8273342498863,-5.97733424988633
"6280",7042,89.52,0.86,0.093,0.046,0.04,0.99,0.038,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,89.2941256950827,0.225874304917284
"6281",7043,78.38,0.638,0.223,0.137,0.25,2.29,-0.015,0.238,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,82.3540010306448,-3.9740010306448
"6282",7044,99.43,0.822,0.088,0.089,0.06,2.75,0.124,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.7174693213418,4.7125306786582
"6283",7045,78.2,0.807,0.124,0.067,0.09,0.14,0.021,0.278,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,80.5727631324673,-2.3727631324673
"6284",7046,89.18,0.741,0.084,0.173,0.17,4.18,0.124,0.016,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.4795265497171,2.70047345028293
"6285",7047,90.86,0.781,0.158,0.06,0.18,6.47,0.041,0.071,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.7281236451624,-0.86812364516237
"6286",7048,87.25,0.863,0.087,0.049,0.04,2.4,0.081,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,88.3745179183412,-1.12451791834117
"6287",7049,100,0.86,0.097,0.041,0.03,1.43,0.118,0.04,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.1704295093755,3.82957049062448
"6288",7050,91.56,0.842,0.073,0.083,0.08,7.04,0.081,0.078,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,91.0401832798258,0.519816720174191
"6289",7051,85.96,0.696,0.232,0.07,0.2,6.83,0.03,0.033,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.305463355322,0.654536644678004
"6290",7052,92.66,0.866,0.067,0.066,0.07,0.71,-0.009,0.507,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,89.0799257900572,3.58007420994277
"6291",7053,82.74,0.781,0.194,0.023,0.02,0.66,0.02,0.054,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,83.4817450991043,-0.741745099104293
"6292",7054,89.73,0.747,0.11,0.142,0.12,4.74,0.045,0.155,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,87.3532540366451,2.37674596335492
"6293",7055,90.57,0.821,0.074,0.104,0.06,5.76,-0.017,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,93.1179890508246,-2.54798905082463
"6294",7056,93.29,0.968,0.011,0.019,0.02,1.85,0.014,0.004,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,97.7553787785754,-4.46537877857538
"6295",7057,94.42,0.837,0.098,0.063,0.06,0.41,0.304,0.06,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,97.0921360148678,-2.67213601486785
"6296",7059,94.7,0.853,0.054,0.092,0.07,3.19,0.054,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,91.8498734913762,2.85012650862382
"6297",7061,90.47,0.728,0.14,0.13,0.1,0.85,0.095,0.024,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,87.2052429226702,3.26475707732979
"6298",7062,89.04,0.833,0.061,0.104,0.09,1.24,-0.021,0.195,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,90.3750839104335,-1.33508391043348
"6299",7064,88.13,0.763,0.13,0.106,0.13,3.35,0.062,0.306,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.3478932085848,0.782106791415188
"6300",7065,64.57,0.58,0.132,0.287,0.41,0.74,0.031,0.02,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,63.7381805940115,0.831819405988497
"6301",7066,80.12,0.826,0.099,0.073,0.09,1.92,-0.035,0.03,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,82.0518428604806,-1.93184286048061
"6302",7067,94.76,0.807,0.071,0.12,0.1,2.19,0.104,0.014,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.9876359651143,2.77236403488568
"6303",7068,81.61,0.692,0.114,0.193,0.18,2.3,0.008,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.176365597516,1.43363440248399
"6304",7069,92.38,0.897,0.046,0.056,0.06,1.16,-0.038,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.7560838535662,-1.3760838535662
"6305",7070,94.69,0.949,0.015,0.035,0.03,0.3,0.107,0.057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98.3613758683553,-3.67137586835533
"6306",7072,77.3,0.777,0.103,0.118,0.11,0.17,-0.072,0.574,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,83.6334607144754,-6.33346071447544
"6307",7073,76.44,0.78,0.114,0.104,0.11,0.33,0.055,0.2,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,77.9792632602537,-1.5392632602537
"6308",7074,77.27,0.636,0.238,0.124,0.17,1.81,-0.128,0.218,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,79.0370318190072,-1.76703181900724
"6309",7075,95.61,0.835,0.107,0.056,0.14,8.87,0.106,0.103,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,93.8918510397143,1.71814896028569
"6310",7076,92.17,0.755,0.162,0.081,0.09,5.77,0.067,0.053,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.9546592291877,0.215340770812261
"6311",7077,81.77,0.682,0.139,0.178,0.17,0.65,-0.173,0.07,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,79.5202736679046,2.24972633209538
"6312",7078,97.03,0.874,0.078,0.046,0.04,1.12,0.083,0.066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.6067099532445,1.4232900467555
"6313",7079,95.21,0.852,0.019,0.128,0.11,1.6,0.069,0.144,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.2342177212949,3.9757822787051
"6314",7081,82.62,0.874,0.098,0.026,0.03,0.45,0.044,0.001,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,85.6621162474817,-3.04211624748169
"6315",7082,72.08,0.792,0.131,0.075,0.14,0.18,0.071,0.744,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,70.9668551251237,1.11314487487633
"6316",7083,81.44,0.829,0.103,0.066,0.1,0.86,-0.012,0.171,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,82.9815203929494,-1.54152039294941
"6317",7084,91.66,0.796,0.05,0.153,0.13,2.4,0.063,0.041,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.1421292371258,0.51787076287421
"6318",7085,94.39,0.917,0.043,0.039,0.04,1.49,0.053,0.02,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,94.9709156844485,-0.580915684448541
"6319",7086,89.41,0.773,0.085,0.141,0.11,1.3,0.008,0.059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,87.9276834038471,1.4823165961529
"6320",7087,88.98,0.801,0.14,0.057,0.06,0.78,0.034,0.352,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.6655910233873,3.31440897661265
"6321",7088,87.14,0.867,0.084,0.047,0.04,1.06,0.222,0.166,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,86.5742951679842,0.565704832015811
"6322",7089,87.29,0.703,0.183,0.112,0.18,0.55,0.362,0.133,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.5040823822224,-0.214082382222415
"6323",7090,89.03,0.847,0.061,0.091,0.18,1.62,0.067,0.028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,86.4893115649969,2.54068843500309
"6324",7091,85.97,0.752,0.102,0.144,0.16,1.92,-0.011,0.185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,86.0474220393369,-0.0774220393369376
"6325",7092,88.63,0.677,0.171,0.151,0.16,3.92,0.089,0.035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,88.0465001607631,0.583499839236922
"6326",7093,80.68,0.868,0.091,0.039,0.04,0.17,-0.076,0.559,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.4083777356178,-3.72837773561783
"6327",7094,92.22,0.903,0.047,0.049,0.04,1.15,0.019,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,92.0753295427961,0.144670457203915
"6328",7095,80.82,0.86,0.085,0.053,0.12,17.07,0.13,0.003,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.5857704395555,-5.76577043955555
"6329",7096,90.32,0.925,0.036,0.038,0.04,0.71,0.022,0.163,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,93.2166161903564,-2.89661619035637
"6330",7097,81.83,0.778,0.044,0.177,0.18,0.51,0.013,0.068,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,83.1769332117023,-1.34693321170226
"6331",7098,88.36,0.795,0.063,0.14,0.12,2.57,0.077,0.454,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,84.2511172540653,4.10888274593466
"6332",7099,88.61,0.699,0.188,0.112,0.06,3.21,0.077,0.057,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,85.8746482810608,2.73535171893921
"6333",7100,77.69,0.715,0.156,0.127,0.2,3.11,0.055,0.016,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,76.2325749916898,1.45742500831018
"6334",7101,84.78,0.846,0.049,0.103,0.12,0.17,0.08,0.478,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,87.866556669821,-3.08655666982104
"6335",7103,89.48,0.882,0.041,0.075,0.07,1.25,-0.056,0.099,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,87.6724355632731,1.80756443672695
"6336",7104,87.83,0.841,0.124,0.034,0.09,11.91,-0.019,0.008,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,88.0582165008553,-0.228216500855268
"6337",7105,91.77,0.895,0.068,0.036,0.07,1.51,0.067,0.244,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,90.3586832902272,1.41131670977275
"6338",7106,97.7,0.859,0.091,0.049,0.06,1.04,0.068,0.028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,94.0247072217075,3.67529277829252
"6339",7107,80.39,0.854,0.104,0.04,0.1,0.21,-0.032,0.436,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,83.9310115997247,-3.54101159972468
"6340",7108,92.24,0.869,0.092,0.038,0.05,0.73,0.153,0.409,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,90.4852493488366,1.75475065116338
"6341",7109,91.35,0.822,0.069,0.107,0.1,1.82,0.042,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.6697461647258,-0.319746164725771
"6342",7110,87.37,0.663,0.105,0.23,0.21,1.29,0.149,0.034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,86.341372878171,1.028627121829
"6343",7111,89.35,0.805,0.067,0.126,0.12,1.58,0.037,0.066,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,91.0917253330845,-1.74172533308452
"6344",7112,91.72,0.765,0.195,0.039,0.04,2.65,0.047,0.185,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,90.0459556371042,1.67404436289581
"6345",7113,79.5,0.656,0.174,0.169,0.16,1.93,-0.034,0.013,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,74.3131554845123,5.18684451548772
"6346",7114,87.3,0.857,0.124,0.017,0.09,0.46,-0.023,0.127,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,91.7190159358198,-4.41901593581984
"6347",7115,88.33,0.792,0.11,0.097,0.1,1.15,-0.001,0.042,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,87.0755394544122,1.25446054558778
"6348",7117,94.35,0.833,0.082,0.083,0.08,0.15,0.148,0.035,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.4843851107239,-0.134385110723883
"6349",7118,96.53,0.94,0.032,0.027,0.02,0.58,0.087,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,96.0925161244277,0.437483875572326
"6350",7119,79.67,0.719,0.066,0.213,0.2,2.61,-0.138,0.059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,84.338962467933,-4.668962467933
"6351",7120,83.35,0.804,0.133,0.061,0.06,0.3,0.022,0.31,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,84.1943627732883,-0.844362773288267
"6352",7121,93.02,0.781,0.172,0.045,0.04,1.31,0.055,0.025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,90.0802587487083,2.93974125129172
"6353",7122,93.82,0.873,0.08,0.046,0.13,3.04,0.033,0.025,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,92.6544662811008,1.16553371889923
"6354",7123,96.45,0.928,0.04,0.03,0.02,4.42,0.085,0.075,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,97.2627151911504,-0.81271519115036
"6355",7124,91.52,0.812,0.092,0.094,0.1,3.52,0.078,0.012,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,88.0274921840976,3.49250781590239
"6356",7125,90.12,0.777,0.126,0.095,0.07,2.43,-0.056,0.011,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,88.2639069286394,1.8560930713606
"6357",7126,81.8,0.771,0.116,0.111,0.12,0.51,-0.071,0.369,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,82.7534743226104,-0.953474322610433
"6358",7128,82.73,0.858,0.101,0.039,0.07,0.3,-0.028,0.359,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,84.0717353516264,-1.34173535162637
"6359",7129,94.3,0.895,0.03,0.073,0.08,0.74,0.07,0.067,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.1943931608692,-0.894393160869228
"6360",7131,89.97,0.902,0.063,0.034,0.04,0.21,0.038,0.188,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,94.5834870638062,-4.61348706380625
"6361",7132,97.04,0.877,0.05,0.071,0.06,1.67,0.078,0.044,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,93.7225245237856,3.31747547621443
"6362",7133,84.57,0.821,0.107,0.07,0.08,0.76,-0.054,0.05,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,84.8993886452211,-0.329388645221087
"6363",7134,87.77,0.878,0.069,0.052,0.11,1.01,0.022,0.284,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,89.1901363255053,-1.42013632550533
"6364",7136,88.52,0.861,0.074,0.064,0.1,5.96,0.043,0.029,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,88.6621381408384,-0.142138140838355
"6365",7137,86.63,0.752,0.169,0.078,0.06,9.29,0.018,0.034,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,86.2026531264987,0.427346873501278
"6366",7138,79.87,0.795,0.137,0.067,0.08,0.36,0.148,0.325,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,80.659102380078,-0.789102380077992
"6367",7139,72.33,0.629,0.215,0.154,0.2,1.37,-0.018,0.268,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,TRUE,73.8789218159392,-1.54892181593917
"6368",7141,81.65,0.782,0.076,0.14,0.16,0.52,-0.01,0.659,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,80.3081320497175,1.34186795028251
"6369",7142,91.37,0.763,0.086,0.15,0.11,1.42,0.318,0.059,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,TRUE,90.8144408969116,0.555559103088413
"6370",7143,89.02,0.879,0.064,0.056,0.16,0.24,0.133,0.417,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,88.7752153900826,0.244784609917417
"6371",7144,94.28,0.945,0.007,0.046,0.04,0.1,0.661,0.019,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,105.114990258743,-10.8349902587432
"6372",7146,97.58,0.882,0.045,0.071,0.06,1.63,0.066,0.028,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,95.548430860516,2.03156913948398
"6373",7147,96.46,0.887,0.085,0.027,0.02,0.95,0.157,0.009,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,98.0245164299444,-1.56451642994438
"6374",7148,73.59,0.787,0.113,0.098,0.14,0.22,-0.112,0.315,FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,TRUE,73.6303885636115,-0.0403885636115007
